original_City,original_Country,lat,lon,formatted,district,postcode,city,county,county_code,state_code,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
Eskişehir,Turkey,39.7743941,30.519116,"Odunpazarı (Eskisehir), Central Anatolia Region, Turkey",,26120,Eskisehir,Eskişehir,,,Central Anatolia Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tirana,Albania,41.3281482,19.8184435,"Tirana, Central Albania, Albania",,1001-1028,Tirana,Tirana County,,,Central Albania,Albania,al,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sheffield,United Kingdom,53.3806626,-1.4702278,"Sheffield, ENG, United Kingdom",,,Sheffield,South Yorkshire,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Venice,Italy,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,VEN,Veneto,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Munich,Germany,48.1371079,11.5753822,"Munich, BY, Germany",,,Munich,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Munich,Germany,48.1371079,11.5753822,"Munich, BY, Germany",,,Munich,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rome,Italy,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,LAZ,Lazio,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Stuttgart,Germany,48.7784485,9.1800132,"Stuttgart, BW, Germany",,,Stuttgart,,,BW,Baden-Württemberg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sheffield,United Kingdom,53.3806626,-1.4702278,"Sheffield, ENG, United Kingdom",,,Sheffield,South Yorkshire,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rome,Italy,41.8933203,12.4829321,"Rome, LAZ, Italy",,,Rome,Roma Capitale,,LAZ,Lazio,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Budapest,Hungary,47.4978789,19.0402383,"Budapest, Central Hungary, Hungary",,,Budapest,,,,Central Hungary,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bari,Italy,41.1257843,16.8620293,"Bari, BA, Italy",,,Bari,Bari,BA,PUG,Apulia,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Zagreb,Croatia,45.8130967,15.9772795,"City of Zagreb, Croatia",,,City of Zagreb,,,,,Croatia,hr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Edinburgh,United Kingdom,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",,,City of Edinburgh,,,SCT,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Edinburgh,United Kingdom,55.9533456,-3.1883749,"City of Edinburgh, SCT, United Kingdom",,,City of Edinburgh,,,SCT,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Athens,Greece,37.9755648,23.7348324,"Athens, Attica, Greece",,105 57,Athens,Regional Unit of Central Athens,,,Attica,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Athens,Greece,37.9755648,23.7348324,"Athens, Attica, Greece",,105 57,Athens,Regional Unit of Central Athens,,,Attica,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Utrecht,Netherlands,52.0907006,5.1215634,"Utrecht, UT, Netherlands",,,Utrecht,,,UT,Utrecht,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Malmö,Sweden,55.6052931,13.0001566,"Malmö, Sweden",,,Malmö,Skåne County,,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Leipzig,Germany,51.3406321,12.3747329,"Leipzig, SN, Germany",,,Leipzig,,,SN,Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Győr,Hungary,47.687609,17.6346815,"Gyor, GS, Hungary",,,Gyor,Győr-Moson-Sopron,GS,,Western Transdanubia,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Győr,Hungary,47.6835029,17.6342832,"Gyor, GS, Hungary",,,Gyor,Győr-Moson-Sopron,GS,,Western Transdanubia,Hungary,hu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bremen,Germany,53.0758196,8.8071646,"Bremen, HB, Germany",,,Bremen,,,HB,Bremen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hanover,Germany,52.3744779,9.7385532,"Hanover, NI, Germany",,,Hanover,Region Hannover,,NI,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hanover,Germany,52.3744779,9.7385532,"Hanover, NI, Germany",,,Hanover,Region Hannover,,NI,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1674881,24.9427473,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tallinn,Estonia,59.4372155,24.7453688,"Tallinn, Estonia",,,Tallinn,Harju County,,,,Estonia,ee,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tallinn,Estonia,59.4372155,24.7453688,"Tallinn, Estonia",,,Tallinn,Harju County,,,,Estonia,ee,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1666204,24.9435408,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1666204,24.9435408,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Venice,Italy,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,VEN,Veneto,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1666204,24.9435408,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1666204,24.9435408,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1674881,24.9427473,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Helsinki,Finland,60.1666204,24.9435408,"Helsinki, Uusimaa, Finland",,,Helsinki,,,,Uusimaa,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Venice,Italy,45.4371908,12.3345898,"Venice, VE, Italy",,30121-30176,Venice,Venezia,VE,VEN,Veneto,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Białystok,Poland,53.132398,23.1591679,"Białystok, PD, Poland",,,Białystok,,,PD,Podlaskie Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilbao,Spain,43.2630018,-2.9350039,"Bilbao, PV, Spain",,,Bilbao,Biscay,BI,PV,Autonomous Community of the Basque Country,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palma de Mallorca,Spain,39.5695818,2.6500745,"Palma de Mallorca, IB, Spain",,,Palma de Mallorca,Balearic Islands,PM,IB,Balearic Islands,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dublin,Ireland,53.3493795,-6.2605593,"Dublin, D, Ireland",,,Dublin,County Dublin,D,L,Leinster,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Medway,United Kingdom,42.1417641,-71.3967256,"Medway, MA, United States of America",,02053,Medway,Norfolk County,,MA,Massachusetts,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, NW, Germany",,,Wuppertal,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, NW, Germany",,,Wuppertal,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Belfast,United Kingdom,54.596391,-5.9301829,"Belfast, NIR, United Kingdom",,,Belfast,,,NIR,Northern Ireland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Belfast,United Kingdom,54.596391,-5.9301829,"Belfast, NIR, United Kingdom",,,Belfast,,,NIR,Northern Ireland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Belfast,United Kingdom,54.596391,-5.9301829,"Belfast, NIR, United Kingdom",,,Belfast,,,NIR,Northern Ireland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Porto,Portugal,41.1502195,-8.6103497,"Porto, Portugal",,,Porto,Porto,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reading, Berkshire",United Kingdom,51.45293,-0.982898,"Reading, WBK, ENG, United Kingdom",,,Reading,West Berkshire,WBK,ENG,England,United Kingdom,gb,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Nuremberg,Germany,49.453872,11.077298,"Nuremberg, BY, Germany",,,Nuremberg,,,BY,Bavaria,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Antwerp,Belgium,51.2211097,4.3997081,"Antwerp, VAN, Belgium",,,Antwerp,Antwerp,VAN,,Flanders,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Portsmouth,United Kingdom,50.800031,-1.0906023,"yes (Portsmouth), ENG, United Kingdom",yes,,Portsmouth,,,ENG,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Murcia,Spain,37.9923795,-1.1305431,"Murcia, MC, Spain",,,Murcia,Área Metropolitana de Murcia,,MC,Region of Murcia,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sintra,Portugal,38.83554455,-9.352237113314317,"Sintra, Portugal",,,Sintra,Lisbon,,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bydgoszcz,Poland,53.1219648,18.0002529,"Bydgoszcz, KP, Poland",,,Bydgoszcz,,,KP,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Wuppertal,Germany,51.264018,7.1780374,"Wuppertal, NW, Germany",,,Wuppertal,,,NW,North Rhine-Westphalia,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Sofia-City, Bulgaria",,,Sofia,Sredec,,,Sofia-City,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Palermo,Italy,38.1112268,13.3524434,"Palermo, PA, Italy",,,Palermo,Palermo,PA,SIC,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
